Sale_ID,Customer_Name,Product,Quantity,Sale_Price,Sale_Date,Region,Sales_Channel,Sales_Rep,Sale_Cost
SAL100538,Todd Walker,Monitor,2,780.22,2024-10-29,East,Online,Kimberly Le,669.3
SAL100539,Kelly Quinn,Tablet,2,113.33,2024-08-19,North,Reseller,Abigail Valencia,97.22
SAL100540,Pamela Smith,Mouse,3,1824.13,2024-11-10,North,Retail,Jonathan Watkins,1564.81
SAL100541,William Liu,Tablet,3,431.33,2025-01-01,East,Retail,Ricky Carlson,370.01
SAL100542,Jeremy Johnson,Phone,2,962.16,2025-05-14,North,Retail,Haley Johnson,825.38
SAL100543,Lindsey White,Keyboard,7,1135.83,2025-04-27,South,Online,Lindsey Obrien,974.36
SAL100544,Kelly Blackburn,Phone,2,156.16,2024-11-02,South,Online,Daniel Davis,133.96
SAL100545,Bryan Robertson,Laptop,1,682.16,2024-07-29,Central,Retail,Tanner Allen,585.19
SAL100546,Maxwell Goodwin,Keyboard,9,310.38,2025-03-28,North,Online,Katherine Hill,266.26
SAL100547,Thomas Torres,Tablet,9,1990.76,2025-03-06,North,Reseller,Brandon King,1707.76
SAL100548,Jared Miller,Mouse,7,294.99,2025-01-06,Central,Reseller,Bethany Roberts,253.05
SAL100549,Dakota Chan DVM,Monitor,2,1018.19,2024-12-02,Central,Retail,Julie Blanchard,873.45
SAL100550,David Cameron,Mouse,1,1709.74,2025-02-09,North,Reseller,Elaine Lee,1466.69
SAL100551,Laurie Smith,Camera,3,1160.36,2024-09-10,Central,Reseller,Samantha Mason,995.4
SAL100552,Tracy Jones,Printer,4,463.89,2024-08-21,Central,Retail,Kevin Bates,397.94
SAL100553,Curtis Hardy,Monitor,7,1692.99,2024-10-14,South,Retail,Lori Reese,1452.32
SAL100554,Shannon Marshall,Mouse,7,717.1,2024-07-12,Central,Reseller,Kenneth Wright,615.16
SAL100555,Kelly Nguyen,Phone,7,735.32,2025-02-05,South,Online,Sarah Smith,630.79
SAL100556,Rebecca Mitchell,Printer,6,231.37,2024-12-16,West,Online,Susan Preston,198.48
SAL100557,Erica Bishop,Monitor,9,1862.86,2024-11-08,West,Reseller,Michael Cox,1598.04
SAL100558,Lindsay Robertson,Camera,1,1835.91,2024-11-18,East,Retail,Ashley Willis,1574.92
SAL100559,Priscilla King,Laptop,4,605.73,2025-05-23,Central,Retail,William Villanueva,519.62
SAL100560,Nicholas Johnson,Camera,8,284.43,2024-10-31,Central,Online,Jennifer Benson,244.0
SAL100561,Robert Schmitt,Printer,7,1821.01,2024-07-11,East,Reseller,Raymond Wood,1562.14
SAL100562,Ryan Herrera,Phone,2,1930.4,2024-09-15,Central,Retail,Samantha Turner,1655.98
SAL100563,Eric Richards,Mouse,6,182.72,2025-04-07,Central,Online,Isaiah Gill,156.74
SAL100564,Robert Johnson,Printer,7,219.88,2024-08-20,North,Retail,Mary Jordan,188.62
SAL100565,Carmen Williams,Phone,7,799.52,2024-06-17,East,Retail,Heidi Frank,685.86
SAL100566,Jeffrey Morales,Phone,9,1751.24,2024-12-23,North,Retail,Lisa Cook,1502.29
SAL100567,Shane Jackson,Mouse,8,761.27,2024-09-21,South,Reseller,Melissa Robles,653.05
SAL100568,Michael Miller,Laptop,6,864.87,2024-06-13,East,Reseller,Jessica Cole,741.92
SAL100569,Anna Burnett,Laptop,1,1195.51,2025-06-10,West,Retail,Darlene Copeland,1025.56
SAL100570,Katie Hancock,Phone,6,453.54,2025-04-11,East,Retail,Meghan Nguyen,389.07
SAL100571,Mary Chaney,Tablet,7,1641.21,2024-07-09,Central,Reseller,Jennifer Gonzalez,1407.9
SAL100572,Chad Wu,Camera,3,610.49,2024-10-17,South,Reseller,Nichole Nielsen,523.7
SAL100573,Eric Lester,Monitor,1,703.68,2025-05-22,West,Retail,Rachel Ferguson,603.65
SAL100574,Michaela King,Camera,4,1541.46,2024-08-11,East,Retail,Caitlin Parker,1322.33
SAL100575,Cynthia Sanchez,Camera,8,1957.35,2024-09-20,Central,Online,Katherine Serrano,1679.1
SAL100576,Emily Steele,Monitor,8,679.45,2025-01-02,South,Online,Samantha Brown,582.86
SAL100577,Katherine Rodriguez,Camera,9,1987.48,2025-05-11,North,Reseller,John Bailey,1704.94
SAL100578,Brett Harrington,Mouse,1,546.44,2025-01-11,North,Online,Sonia Kent,468.76
SAL100579,Joe Raymond,Monitor,7,1351.76,2025-01-04,East,Retail,Robert Wall,1159.6
SAL100580,Tiffany Hansen,Laptop,7,581.68,2024-07-24,Central,Retail,Christopher Velasquez,498.99
SAL100581,Daniel Wells,Laptop,4,1290.86,2025-01-03,Central,Online,Logan Anderson,1107.35
SAL100582,Christine Cross,Monitor,4,301.32,2025-06-11,West,Reseller,Ann Hubbard,258.48
SAL100583,Tracy Ward,Keyboard,7,708.85,2025-03-31,East,Retail,Rebecca Morrison,608.08
SAL100584,Gregory Martinez,Tablet,9,1982.01,2025-03-07,East,Retail,Kyle Osborne,1700.25
SAL100585,Megan Smith,Printer,1,181.0,2024-07-03,East,Retail,Rebekah Beasley,155.27
SAL100586,Joseph Johnson,Phone,2,527.36,2024-10-27,East,Online,Amanda Hess,452.39
SAL100587,Nicole Chapman,Camera,1,1808.77,2025-06-08,Central,Reseller,Ann Garrett,1551.64
SAL100588,Alexander Smith,Laptop,7,1671.86,2024-12-18,West,Online,Gabriel Woodward,1434.19
SAL100589,Olivia Duffy,Laptop,8,303.38,2025-01-12,South,Online,Jennifer Oliver,260.25
SAL100590,Marie Wright,Printer,1,145.92,2024-08-07,North,Online,Katie Jackson,125.18
SAL100591,Linda Reynolds DVM,Printer,4,846.72,2024-11-17,East,Retail,Preston Walter,726.35
SAL100592,Emily Hansen,Tablet,2,183.04,2024-10-05,Central,Reseller,Stacey Bennett,157.02
SAL100593,Stanley Sanchez,Camera,4,1637.39,2024-07-31,South,Online,Timothy Wilkerson,1404.62
SAL100594,Jennifer Johnson,Phone,2,1858.95,2025-03-14,West,Retail,Allison Sherman,1594.68
SAL100595,Olivia Townsend,Phone,9,526.05,2024-08-30,East,Reseller,Rhonda Eaton,451.27
SAL100596,Cameron Armstrong,Phone,4,1334.65,2025-05-29,East,Reseller,Angela Johnson,1144.92
SAL100597,Manuel Gomez,Mouse,9,1412.82,2025-03-30,Central,Retail,Mrs. Vanessa Munoz MD,1211.98
SAL100598,Amy Daniel,Tablet,3,1717.2,2025-03-28,North,Retail,Jennifer Newton,1473.09
SAL100599,Alexandra Watts,Monitor,6,1872.37,2025-01-14,South,Online,Austin May,1606.2
SAL100600,Julian Lloyd,Tablet,2,1024.75,2024-11-02,North,Retail,Kayla Casey,879.07
SAL100601,Jennifer Saunders,Keyboard,9,482.67,2025-01-04,Central,Online,Samantha Parker,414.05
SAL100602,Judith Shepherd,Tablet,7,1820.73,2025-03-15,South,Retail,Theresa Mercer,1561.9
SAL100603,Scott Houston,Camera,7,590.98,2024-10-22,West,Online,Jennifer Thompson,506.97
SAL100604,Dr. David Nguyen DDS,Keyboard,6,872.08,2025-06-05,North,Online,Christina Lane,748.11
SAL100605,Jon Williams,Phone,1,1496.14,2024-06-24,East,Retail,Shawn Hernandez,1283.45
SAL100606,David Lin,Monitor,4,973.2,2025-01-12,East,Reseller,Abigail Mercado,834.85
SAL100607,Doris Hamilton,Keyboard,9,751.61,2024-09-24,West,Online,Steven Wise,644.76
SAL100608,Frank Jones,Printer,8,1585.15,2025-02-20,Central,Reseller,Christopher Price,1359.81
SAL100609,Tammy Williams,Monitor,4,1144.58,2025-06-11,North,Online,David Williams,981.87
SAL100610,Amanda Welch,Keyboard,2,191.77,2024-09-05,East,Reseller,Michael Perkins,164.51
SAL100611,Kevin Hernandez,Monitor,3,833.32,2024-11-22,East,Online,Alexander Smith,714.86
SAL100612,Corey Hines,Mouse,3,358.2,2024-07-31,South,Online,Geoffrey Anderson,307.28
SAL100613,Kelly Montoya,Phone,1,110.92,2024-10-04,North,Online,Jennifer Sanders,95.15
SAL100614,Brooke Jacobs,Laptop,1,1772.48,2024-08-14,East,Online,Erin Brown,1520.51
SAL100615,Jerome Smith,Monitor,4,1990.29,2025-04-20,West,Retail,Derrick Fuller,1707.35
SAL100616,Shannon Erickson,Printer,7,795.37,2024-09-14,East,Retail,Debra Meyers,682.3
SAL100617,Candace Arnold,Printer,9,1493.43,2024-11-13,Central,Online,Ann Shelton,1281.13
SAL100618,Amanda Pham,Tablet,7,1660.94,2024-10-06,East,Online,Phillip Anderson,1424.82
SAL100619,Tanner Gonzalez,Mouse,7,221.92,2025-02-14,North,Online,Erin Garcia,190.37
SAL100620,Eric Dillon,Monitor,2,1934.58,2024-09-11,South,Online,Travis Williams,1659.56
SAL100621,Robert Baker,Mouse,7,276.2,2025-05-07,West,Retail,Claudia White,236.94
SAL100622,Perry Hawkins,Keyboard,5,573.95,2024-07-17,West,Reseller,Kimberly Jones,492.36
SAL100623,Jasmine Nichols,Tablet,4,188.02,2024-07-18,Central,Online,Marco Torres,161.29
SAL100624,Douglas Burke,Camera,5,1724.5,2025-03-10,North,Online,Lori Smith,1479.35
SAL100625,Jennifer Lewis,Keyboard,3,1402.5,2024-07-13,West,Retail,Alan Mayo,1203.12
SAL100626,Hayley Jenkins,Tablet,2,502.31,2025-01-10,Central,Online,Madison Cox,430.9
SAL100627,Ronald Brooks,Printer,5,1191.07,2024-09-20,Central,Online,Shane Christensen,1021.75
SAL100628,Rebecca Parker DDS,Keyboard,7,267.27,2025-03-11,North,Online,Christopher Lee,229.28
SAL100629,Andrew Williamson,Camera,5,552.73,2024-11-06,North,Online,Jennifer Howard,474.15
SAL100630,Monica Smith,Keyboard,8,1477.42,2025-01-22,West,Online,Robert Ellis,1267.39
SAL100631,Debra Walters,Camera,7,260.72,2024-10-13,East,Reseller,Melanie Moore,223.66
SAL100632,Mike Wilson,Keyboard,9,460.66,2025-02-07,East,Retail,Robert Byrd,395.17
SAL100633,Alicia Wilson,Mouse,1,889.14,2024-12-12,West,Retail,Rebecca Crane,762.74
SAL100634,Christopher Bryan,Mouse,5,238.47,2024-11-28,Central,Retail,Jacqueline Lee,204.57
SAL100635,Daniel Pierce,Tablet,5,1893.52,2025-02-06,North,Reseller,Sean Frazier,1624.34
SAL100636,Susan Ruiz,Keyboard,3,1215.45,2024-09-22,Central,Reseller,Tyler Coleman,1042.66
SAL100637,Peter Smith,Monitor,9,1172.57,2024-09-15,East,Online,Melissa Bradford,1005.88
SAL100638,Richard Carpenter,Tablet,6,190.43,2025-03-30,South,Reseller,Alyssa Schultz,163.36
SAL100639,Penny Johnson,Laptop,5,647.02,2025-04-17,East,Retail,Andrew Jennings,555.04
SAL100640,Joseph Martin,Mouse,4,587.36,2024-08-06,Central,Online,Kendra Mckinney,503.86
SAL100641,Richard Jacobs,Tablet,7,298.28,2024-11-04,South,Retail,Shelby Anderson,255.88
SAL100642,Stacey Campbell,Monitor,4,707.71,2024-10-04,Central,Reseller,Christina Ross,607.1
SAL100643,Katrina Brown,Laptop,1,1165.62,2025-03-08,Central,Reseller,Nicholas Byrd,999.92
SAL100644,Jacqueline Sanchez,Printer,3,1968.19,2025-02-02,South,Reseller,Tyler Walker,1688.39
SAL100645,Kathleen Fisher,Phone,8,1263.23,2025-01-03,East,Retail,Denise Novak,1083.65
SAL100646,Ellen Carrillo,Mouse,1,986.36,2025-02-20,South,Reseller,Stanley Graves,846.14
SAL100647,Ashley Myers,Keyboard,6,142.64,2024-10-22,South,Reseller,Trevor Thompson,122.36
SAL100648,Mrs. Jessica Wells,Camera,3,1056.67,2025-05-17,West,Online,Eric Newman,906.46
SAL100649,Cindy Adams,Monitor,2,1467.25,2024-08-16,Central,Online,Amanda Smith,1258.67
SAL100650,Jennifer Gentry,Mouse,3,719.21,2025-02-25,South,Retail,Gwendolyn Gates,616.97
SAL100651,Deborah Thomas,Mouse,4,1718.92,2024-07-19,West,Reseller,Jared Miller,1474.56
SAL100652,Courtney Blake,Camera,4,1001.09,2024-10-08,North,Retail,Reginald Nichols,858.78
SAL100653,Regina Lester,Laptop,8,370.88,2025-04-27,West,Reseller,Jon Contreras,318.16
SAL100654,Joseph Jones,Mouse,9,1756.01,2024-08-02,South,Online,Kevin Green,1506.38
SAL100655,Kristy Perez,Printer,2,1132.24,2025-04-29,North,Reseller,Virginia Cherry,971.28
SAL100656,Robert Henry,Laptop,2,969.26,2024-10-05,East,Online,Stephanie Watson,831.47
SAL100657,Shelley Higgins,Keyboard,5,860.94,2025-05-13,North,Retail,Jennifer Elliott,738.55
SAL100658,Ivan Nguyen DVM,Phone,1,674.68,2025-03-13,East,Online,James Villarreal,578.77
SAL100659,Claudia Reynolds,Keyboard,9,233.19,2025-01-05,Central,Retail,Eric Taylor,200.04
SAL100660,Peter Gray,Monitor,1,400.48,2025-03-01,East,Online,Nicole Allen,343.55
SAL100661,Cathy Atkins,Phone,3,1064.34,2024-09-16,North,Retail,Jennifer Hopkins,913.03
SAL100662,Matthew Sellers,Tablet,1,754.48,2025-04-26,Central,Reseller,Matthew Taylor,647.22
SAL100663,Brenda Griffin,Tablet,6,1830.0,2025-01-26,North,Reseller,Richard Brown,1569.85
SAL100664,Robert Ramirez,Keyboard,8,642.82,2025-04-19,East,Online,Richard Guerrero,551.44
SAL100665,Tracy Arias,Laptop,5,188.77,2025-05-21,South,Retail,Kyle Carroll,161.93
SAL100666,Tricia Smith,Keyboard,3,793.99,2025-04-17,South,Retail,John Barber,681.12
SAL100667,Jasmine Morales,Keyboard,7,1335.75,2025-03-19,East,Reseller,Anne Decker,1145.86
SAL100668,Daniel Burgess,Keyboard,5,1575.58,2024-08-30,Central,Retail,John Foster,1351.6
SAL100669,Michael Williams,Mouse,4,1084.36,2024-12-20,North,Reseller,Allen Gutierrez,930.21
SAL100670,Ryan Mills,Mouse,9,789.9,2024-07-17,North,Retail,Robert Goodman,677.61
SAL100671,Amy Clark,Phone,7,527.08,2024-08-24,East,Online,Christopher Rogers,452.15
SAL100672,Katherine Campbell,Laptop,8,1016.13,2024-10-20,North,Reseller,Cheryl Jennings,871.68
SAL100673,Amy Ramirez,Tablet,2,466.11,2025-01-07,East,Retail,Ian Stevenson,399.85
SAL100674,Ana Cruz,Keyboard,2,1290.43,2024-08-31,South,Online,Michael West,1106.98
SAL100675,Jessica Frank,Tablet,8,861.81,2025-05-15,South,Retail,Christopher Walsh,739.3
SAL100676,Jason Ellis,Mouse,6,782.97,2025-05-22,East,Online,James Bruce,671.66
SAL100677,Ruben Anderson,Camera,1,809.85,2024-08-02,East,Retail,Paul Cervantes,694.72
SAL100678,Lori Hopkins,Mouse,3,1087.05,2024-12-18,North,Retail,Daniel Butler,932.52
SAL100679,Katherine Black,Camera,6,373.81,2024-07-11,West,Online,Aaron Thomas,320.67
SAL100680,Luke Choi,Laptop,6,1154.12,2024-07-23,North,Reseller,Daniel Yu,990.05
SAL100681,Eric Davis,Camera,7,1001.56,2025-01-28,Central,Reseller,Juan Cruz,859.18
SAL100682,Ann Hill,Tablet,4,907.35,2024-12-25,West,Reseller,Nathan Hunter,778.36
SAL100683,Douglas Walker,Mouse,6,1551.26,2025-05-14,North,Reseller,Jordan Cox,1330.74
SAL100684,Christopher Simmons,Phone,9,1782.55,2024-09-19,Central,Retail,Dana Evans,1529.15
SAL100685,Adriana Reed,Monitor,9,1797.83,2024-12-03,North,Online,Elizabeth Shaw,1542.25
SAL100686,Melissa Ayala,Keyboard,9,1621.92,2024-12-30,West,Online,Erin Smith,1391.35
SAL100687,Martin Carter,Keyboard,6,975.25,2025-02-04,North,Reseller,Angela Dominguez,836.61
SAL100688,Nicole Crosby,Printer,2,1407.55,2024-08-12,North,Reseller,Natasha Kelly,1207.45
SAL100689,Sandra Gonzalez,Camera,1,246.52,2025-04-05,North,Online,Patrick Meyers,211.48
SAL100690,Mariah Rodriguez,Phone,8,275.75,2025-01-28,West,Retail,Jessica Salazar,236.55
SAL100691,Ronald Parker,Keyboard,1,804.34,2025-05-19,West,Reseller,Tiffany Gutierrez,690.0
SAL100692,Monica Johnson,Camera,8,233.79,2025-03-24,East,Retail,David Henderson,200.55
SAL100693,Lorraine Wilson,Monitor,3,983.19,2025-02-07,Central,Online,Elizabeth Thompson,843.42
SAL100694,Lori Gibson,Camera,7,650.44,2024-09-25,East,Retail,Sandra Huff,557.97
SAL100695,Sherry Hill MD,Keyboard,1,502.98,2025-04-27,Central,Reseller,Sherry Jensen,431.48
SAL100696,Billy Davis,Printer,7,1200.29,2024-08-06,North,Reseller,Olivia Blair,1029.66
SAL100697,Jonathan Craig,Monitor,9,1176.46,2025-01-20,South,Online,James Jackson,1009.22
SAL100698,Angela Riddle,Laptop,7,1625.76,2024-06-28,West,Reseller,Justin Baker,1394.64
SAL100699,John Holmes,Tablet,6,1946.22,2025-05-02,Central,Reseller,Kristen Guerrero,1669.55
SAL100700,Tracy Bailey,Laptop,6,516.26,2024-10-25,Central,Reseller,Eric Chavez,442.87
SAL100701,April Kidd,Laptop,9,772.34,2025-05-14,Central,Online,Alisha Keller,662.55
SAL100702,Sara Lucas,Phone,5,953.36,2025-01-17,South,Online,Steven Griffin,817.83
SAL100703,Chelsey Santos,Camera,4,258.92,2024-10-09,East,Reseller,Crystal Jacobson,222.11
SAL100704,Kathryn Townsend,Camera,2,1388.84,2024-06-17,North,Online,James Campbell,1191.4
SAL100705,Carlos Sanchez,Tablet,7,1771.24,2024-10-14,West,Reseller,Brian Davis,1519.44
SAL100706,Andrew Hess,Laptop,3,733.86,2024-12-03,East,Online,Lee Hurst,629.54
SAL100707,Andrea Harrison,Mouse,8,1236.01,2024-10-28,Central,Online,Jeffrey Davis,1060.3
SAL100708,Cynthia Barrett,Laptop,1,302.37,2024-10-12,Central,Retail,Matthew Anderson,259.39
SAL100709,Amanda Brown,Tablet,1,1976.48,2025-02-23,Central,Retail,Laura Gray,1695.51
SAL100710,Crystal Lucas,Keyboard,1,392.12,2025-02-09,South,Online,Anna Jacobs,336.38
SAL100711,Dr. Teresa Jones,Keyboard,6,1237.77,2025-03-23,South,Reseller,Kelly Moore,1061.81
SAL100712,Renee Brown,Phone,3,692.14,2025-03-25,Central,Retail,Danielle Coleman,593.75
SAL100713,Danielle Rice,Camera,6,1728.19,2025-05-21,East,Retail,Joseph Shepherd,1482.51
SAL100714,Dawn Garcia,Tablet,2,952.67,2024-12-07,South,Retail,Michael Brown,817.24
SAL100715,Danielle Fuentes,Tablet,3,1727.51,2024-08-06,South,Retail,Theresa Dudley,1481.93
SAL100716,Theresa Cline,Laptop,8,1589.54,2024-09-04,East,Online,Robert Davis,1363.57
SAL100717,Jennifer Erickson,Mouse,6,1183.54,2024-08-30,Central,Online,Alexandria Bright,1015.29
SAL100718,Jennifer Baker,Laptop,5,614.66,2024-08-05,West,Online,Jerry Myers,527.28
SAL100719,Edward Watson,Camera,3,1703.13,2024-11-13,North,Online,Suzanne Brown,1461.02
SAL100720,Jerry Alvarez,Monitor,7,578.56,2025-02-24,North,Online,Susan Beck,496.31
SAL100721,Martin Alexander,Laptop,2,462.44,2024-10-17,North,Online,Andrew Gray,396.7
SAL100722,Daniel Simpson,Phone,7,1300.59,2025-03-31,West,Reseller,William Good,1115.7
SAL100723,Marilyn Gomez,Tablet,1,296.64,2024-09-01,North,Reseller,Ronnie Schneider,254.47
SAL100724,Todd Lopez,Printer,2,1834.82,2024-11-18,Central,Reseller,Jose Jones,1573.98
SAL100725,Tyler Perez,Camera,6,1629.76,2024-11-22,Central,Reseller,Jacob Hensley II,1398.08
SAL100726,Trevor Kelly,Tablet,9,1432.52,2024-08-10,South,Online,Shelby Ward,1228.87
SAL100727,David Phillips,Printer,7,185.33,2025-05-05,West,Online,Paige Welch,158.98
SAL100728,Julie Cox,Tablet,3,264.32,2024-06-18,East,Reseller,Walter Jones,226.74
SAL100729,Paula Huerta,Laptop,9,1220.98,2025-03-15,Central,Retail,Paul Rios,1047.41
SAL100730,Steven Neal,Laptop,1,1020.42,2025-05-16,South,Reseller,Daniel Myers,875.36
SAL100731,Eric Smith,Camera,5,423.2,2025-02-03,North,Reseller,Kara Bowen,363.04
SAL100732,Jimmy Carter,Printer,5,304.9,2025-01-05,Central,Retail,Thomas Torres,261.56
SAL100733,Juan Garcia,Tablet,5,576.1,2024-10-16,North,Retail,Robert Burns,494.2
SAL100734,Marco Johnson,Monitor,6,669.89,2024-06-30,South,Reseller,Daniel Bond,574.66
SAL100735,Jenna White,Mouse,5,1074.68,2025-03-11,West,Reseller,Michelle Phillips,921.9
SAL100736,Terry Heath,Tablet,8,1649.36,2025-02-02,North,Retail,Kyle Johnson,1414.89
SAL100737,Annette Maldonado,Printer,4,312.05,2024-11-25,West,Reseller,Jack Vincent,267.69
SAL100738,Stephanie Brown,Keyboard,4,1220.31,2024-11-17,West,Retail,Christopher Petersen,1046.83
SAL100739,Sheila Fletcher,Phone,9,1898.8,2025-05-25,West,Reseller,Jesus Coleman,1628.87
SAL100740,Diane Wagner,Printer,2,191.73,2024-09-06,North,Retail,Tiffany Hernandez,164.47
SAL100741,Lauren Mooney,Keyboard,6,1436.77,2024-10-15,South,Online,Brenda Kelley,1232.52
SAL100742,Suzanne Hinton,Keyboard,2,908.0,2024-11-01,South,Online,Lauren Bailey,778.92
SAL100743,Douglas Webb,Keyboard,9,1608.09,2024-09-18,West,Retail,Christian Green,1379.49
SAL100744,Johnny Lee,Camera,6,146.35,2024-09-21,South,Retail,Christine Lang,125.55
SAL100745,Bryan Ruiz,Keyboard,6,1660.93,2024-12-09,Central,Retail,David Mills,1424.81
SAL100746,James Bailey,Tablet,6,169.39,2024-10-14,South,Online,Larry Henderson,145.31
SAL100747,Shari Perez,Monitor,5,1295.88,2025-02-14,South,Reseller,Mark Pearson,1111.66
SAL100748,Jordan Sanders,Keyboard,7,1405.87,2024-06-24,Central,Retail,Morgan Ramirez,1206.01
SAL100749,Lance Williams,Monitor,7,1617.38,2025-01-29,East,Reseller,Michael Thomas,1387.46
SAL100750,Stephanie Martinez,Camera,8,949.19,2024-10-23,East,Reseller,Mindy Harper,814.25
SAL100751,Carrie Phillips,Camera,2,1238.25,2025-01-23,West,Retail,Rhonda Gonzalez,1062.22
SAL100752,Michael Torres,Tablet,7,199.33,2024-10-18,East,Online,Colleen Reed,170.99
SAL100753,Rebecca Dunn,Tablet,3,1471.84,2025-02-09,East,Retail,Faith Davis,1262.61
SAL100754,Jennifer Hodge,Phone,6,1160.22,2025-03-06,North,Retail,Arthur Thompson,995.28
SAL100755,Jose Charles,Tablet,9,935.21,2025-03-15,East,Retail,Rachel Smith,802.26
SAL100756,Cynthia Johnson,Phone,8,901.76,2025-01-16,West,Retail,Jacob Miles,773.57
SAL100757,Joseph Cruz,Laptop,5,1981.37,2025-01-27,South,Online,Charles Glover,1699.7
SAL100758,Sonya Delacruz,Monitor,5,1364.22,2025-05-02,West,Online,Christopher Park,1170.28
SAL100759,Christian Thompson,Laptop,7,1465.35,2025-03-28,East,Reseller,Drew Sanchez,1257.04
SAL100760,Jordan Bishop,Monitor,8,1762.72,2024-10-02,West,Online,Adam Contreras,1512.13
SAL100761,Deborah Munoz,Phone,4,100.45,2024-12-14,North,Retail,Kelsey Hernandez,86.17
SAL100762,Michael Mora,Mouse,3,533.02,2025-01-11,South,Reseller,Justin Bernard,457.25
SAL100763,Brianna Reynolds MD,Monitor,3,1983.96,2024-11-24,North,Online,Brandi Burke,1701.92
SAL100764,Melanie Reid,Mouse,6,1845.53,2024-09-28,North,Reseller,Robert Howard,1583.17
SAL100765,Michael Edwards,Phone,9,346.71,2025-03-04,North,Online,Robert Rogers,297.42
SAL100766,Nicole Rodriguez,Printer,2,1376.85,2024-09-27,Central,Reseller,Travis Tran,1181.12
SAL100767,Linda Turner,Monitor,8,196.77,2025-02-07,West,Reseller,Patricia Dixon,168.8
SAL100768,Kelly Allen,Phone,9,1958.5,2024-11-28,East,Online,Christine Richardson,1680.08
SAL100769,David Garcia,Phone,8,1562.26,2024-06-19,North,Reseller,John Jimenez,1340.17
SAL100770,Kyle Adams,Monitor,5,1982.49,2024-11-01,West,Retail,Jon Sherman,1700.66
SAL100771,Sandy Juarez,Monitor,5,1550.58,2024-08-05,Central,Reseller,Vanessa Howard,1330.15
SAL100772,Kelsey Taylor,Camera,9,689.16,2024-12-31,North,Reseller,Michael Castillo,591.19
SAL100773,Jessica Sanchez,Tablet,7,772.32,2024-09-06,South,Reseller,Lisa Wood,662.53
SAL100774,Stephanie Bullock,Keyboard,4,1599.36,2024-08-01,Central,Reseller,Carlos Cobb,1372.0
SAL100775,Reginald Singh,Camera,6,280.77,2024-09-15,South,Reseller,Vernon Walker,240.86
SAL100776,Mark Perez,Monitor,8,1579.98,2024-10-04,North,Retail,Eileen Craig,1355.37
SAL100777,Jeffrey Schwartz,Monitor,2,289.1,2025-03-03,Central,Retail,James Garcia,248.0
SAL100778,Amber Schneider,Phone,5,1958.69,2024-10-25,South,Reseller,Deanna Mendez,1680.25
SAL100779,Jason Stark,Camera,3,825.49,2025-04-08,West,Online,Amy Riddle,708.14
SAL100780,Spencer Bryant,Phone,6,1232.32,2024-06-17,West,Online,Stacey Cook,1057.14
SAL100781,Maureen Brewer,Keyboard,1,867.03,2025-02-28,South,Online,Kaylee Hunter,743.77
SAL100782,David Jones,Phone,4,1887.72,2024-10-16,East,Online,William Mann,1619.36
SAL100783,Cody Schaefer,Monitor,3,726.11,2025-03-18,West,Online,Olivia May,622.89
SAL100784,Connor Reynolds,Keyboard,8,530.13,2025-03-23,West,Retail,Sean Austin,454.77
SAL100785,Craig Brown,Mouse,1,1307.43,2025-02-21,East,Retail,Amanda Brown,1121.57
SAL100786,Tamara Sullivan,Phone,7,1019.28,2024-06-19,South,Online,Laura Spencer,874.38
SAL100787,Jeffrey Stone,Tablet,5,703.41,2025-06-09,West,Online,Mary Mcdonald,603.41
SAL100788,Valerie Carroll,Phone,8,1140.88,2025-05-21,North,Online,Michael Ferguson,978.69
SAL100789,Mary Hansen,Keyboard,5,1113.68,2024-08-15,Central,Online,Joshua Martin,955.36
SAL100790,Jaime Morgan,Mouse,6,708.5,2025-05-07,West,Reseller,Catherine Clark,607.78
SAL100791,Emily Brown,Printer,9,935.69,2025-04-04,West,Reseller,Jennifer Osborne,802.67
SAL100792,Patricia Rivera,Laptop,9,1801.04,2024-11-02,South,Online,Donald Stein,1545.01
SAL100793,Dustin Mueller,Monitor,8,1639.16,2024-11-18,South,Retail,Henry Schneider,1406.14
SAL100794,Mathew Ferrell,Printer,4,1876.18,2024-08-20,Central,Retail,Larry Johnson,1609.46
SAL100795,Denise Edwards,Keyboard,6,320.57,2024-10-27,North,Retail,Rebecca Edwards,275.0
SAL100796,Stacey Perkins,Tablet,3,669.24,2024-08-25,South,Online,Cynthia Cameron DVM,574.1
SAL100797,Grace Waller,Printer,6,1743.02,2025-05-22,West,Online,Debbie Jones,1495.23
SAL100798,Charles Hardy,Monitor,4,360.24,2024-08-01,East,Reseller,John Smith,309.03
SAL100799,Bryan Wiley,Keyboard,1,368.34,2025-04-07,South,Online,Denise Hernandez,315.98
SAL100800,Brian Suarez,Mouse,7,296.03,2024-07-01,West,Reseller,Shannon Tapia,253.95
SAL100801,John Adkins,Printer,9,1962.57,2024-11-04,East,Reseller,Sara Kim,1683.57
SAL100802,Shirley Davis,Camera,4,1261.35,2025-05-24,West,Online,Brenda Price,1082.04
SAL100803,Michael Barajas,Printer,1,1199.15,2024-12-29,South,Online,Melissa Randolph MD,1028.68
SAL100804,Erica Jenkins,Keyboard,3,120.06,2024-12-22,South,Reseller,Taylor Patel,102.99
SAL100805,Crystal Thomas,Laptop,2,583.92,2024-09-11,South,Reseller,Jocelyn Cook,500.91
SAL100806,Sandra Smith,Laptop,7,1884.37,2025-02-11,North,Retail,Francisco Olson,1616.49
